age, workclass, education, marital-status, occupation, relationship, race, sex, hours-per-week, country, salary
22, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Black, Male, 40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 45, El-Salvador, >50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Wife, White, Female, 40, United-States, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female, 60, United-States, <=50K
49, Self-emp-not-inc, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Male, 70, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, 50, United-States, >50K
37, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male, 54, United-States, <=50K
39, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Male, 40, United-States, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, 40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, 40, United-States, <=50K
30, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Tech-support, Wife, White, Female, 40, United-States, >50K
62, Local-gov, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Black, Female, 40, United-States, <=50K
38, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 40, Mexico, <=50K
23, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male, 40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 40, United-States, <=50K
37, Federal-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Male, 40, United-States, <=50K
27, ?, Assoc-acdm, Married-civ-spouse, ?, Wife, White, Female, 40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 40, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, 40, United-States, >50K
25, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Black, Female, 40, United-States, >50K
35, Private, Assoc-acdm, Divorced, Other-service, Unmarried, White, Female, 50, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 45, United-States, >50K
30, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male, 40, Puerto-Rico, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male, 40, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, White, Female, 50, United-States, >50K
42, Private, Bachelors, Married-spouse-absent, Transport-moving, Not-in-family, White, Male, 60, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male, 40, United-States, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male, 40, United-States, <=50K
44, Self-emp-inc, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, 60, Portugal, <=50K
27, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male, 41, United-States, <=50K
39, Private, HS-grad, Separated, Handlers-cleaners, Not-in-family, Black, Male, 40, United-States, <=50K
46, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, 40, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Divorced, Sales, Own-child, White, Male, 62, United-States, <=50K
31, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Female, 50, United-States, <=50K
23, Private, 11th, Never-married, Craft-repair, Unmarried, White, Male, 35, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, 55, United-States, >50K
66, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, 99, United-States, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male, 40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 40, United-States, >50K
53, Self-emp-inc, 11th, Widowed, Exec-managerial, Not-in-family, White, Female, 30, United-States, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 40, Japan, <=50K
37, Self-emp-inc, Assoc-acdm, Separated, Exec-managerial, Unmarried, White, Male, 50, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female, 5, United-States, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, >50K
28, ?, HS-grad, Never-married, ?, Other-relative, White, Female, 40, Mexico, <=50K
17, Federal-gov, 11th, Never-married, Adm-clerical, Not-in-family, Black, Female, 40, United-States, <=50K
39, Private, Some-college, Divorced, Craft-repair, Unmarried, Black, Male, 40, United-States, <=50K
28, Federal-gov, Bachelors, Never-married, Tech-support, Not-in-family, Black, Female, 40, United-States, <=50K
38, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, White, Male, 40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, 40, United-States, >50K
28, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male, 40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, 32, United-States, >50K
40, Private, 9th, Never-married, Transport-moving, Not-in-family, White, Male, 45, United-States, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male, 40, United-States, <=50K
32, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male, 40, United-States, >50K
23, State-gov, Bachelors, Never-married, Adm-clerical, Own-child, White, Male, 40, United-States, <=50K
25, Private, Bachelors, Never-married, Sales, Own-child, Asian-Pac-Islander, Male, 40, Vietnam, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 40, Taiwan, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, 40, United-States, >50K
18, Private, 12th, Never-married, Sales, Own-child, White, Male, 14, United-States, <=50K
29, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, 60, Germany, >50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, 50, United-States, <=50K
34, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
34, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male, 44, United-States, <=50K
48, State-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, 50, United-States, >50K
36, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, 80, United-States, >50K
67, Federal-gov, HS-grad, Widowed, Other-service, Unmarried, White, Male, 40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, >50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, 40, United-States, >50K
45, Private, Doctorate, Divorced, Prof-specialty, Not-in-family, White, Male, 45, United-States, >50K
22, Private, 10th, Separated, Other-service, Unmarried, White, Female, 35, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, 43, United-States, <=50K
61, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female, 40, United-States, <=50K
31, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female, 40, United-States, <=50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, 38, Germany, <=50K
31, Private, 1st-4th, Married-civ-spouse, Prof-specialty, Husband, White, Male, 45, United-States, <=50K
17, Private, 9th, Never-married, Sales, Other-relative, Other, Female, 32, Mexico, <=50K
38, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male, 50, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, 40, ?, <=50K
42, Private, Some-college, Widowed, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female, 40, United-States, <=50K
78, Private, 5th-6th, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male, 36, United-States, <=50K
54, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male, 40, United-States, >50K
26, Local-gov, Bachelors, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female, 50, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, 35, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, >50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female, 45, United-States, <=50K
30, Private, HS-grad, Never-married, Sales, Own-child, White, Female, 35, United-States, <=50K
66, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Black, Male, 35, Jamaica, >50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male, 40, United-States, <=50K
25, Private, Some-college, Never-married, Tech-support, Own-child, White, Male, 40, United-States, <=50K
32, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, 40, United-States, <=50K
25, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 38, United-States, <=50K
51, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 40, United-States, <=50K
24, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, 40, United-States, <=50K
22, Private, Some-college, Never-married, Tech-support, Own-child, White, Female, 40, United-States, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female, 40, United-States, <=50K
29, Local-gov, 11th, Divorced, Other-service, Unmarried, Black, Female, 20, United-States, <=50K
26, Private, Bachelors, Never-married, Other-service, Own-child, White, Male, 40, United-States, <=50K
41, Federal-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, 40, United-States, >50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female, 35, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, 26, ?, <=50K
51, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, 50, United-States, >50K
29, ?, HS-grad, Separated, ?, Unmarried, Black, Female, 20, United-States, <=50K
27, Private, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, White, Male, 40, Mexico, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male, 40, United-States, >50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Female, 8, United-States, <=50K
67, ?, HS-grad, Married-civ-spouse, ?, Husband, Black, Male, 20, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, 45, United-States, >50K
29, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, 40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 40, United-States, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male, 40, United-States, <=50K
21, Federal-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Male, 36, United-States, <=50K
24, Local-gov, Some-college, Never-married, Tech-support, Not-in-family, White, Male, 50, United-States, >50K
48, Private, 11th, Divorced, Other-service, Not-in-family, White, Female, 31, United-States, <=50K
46, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, 60, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, 50, United-States, <=50K
35, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, 40, United-States, >50K
50, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Female, 40, ?, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, 40, United-States, <=50K
62, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female, 40, United-States, <=50K
39, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, 45, United-States, >50K
33, Local-gov, HS-grad, Divorced, Craft-repair, Unmarried, White, Male, 40, United-States, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female, 30, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 48, United-States, >50K
25, Private, 11th, Divorced, Exec-managerial, Unmarried, White, Female, 40, United-States, <=50K
44, Private, Some-college, Divorced, Other-service, Unmarried, White, Female, 40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, 40, United-States, >50K
31, State-gov, Masters, Divorced, Exec-managerial, Unmarried, White, Female, 50, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female, 15, United-States, <=50K
49, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male, 40, United-States, <=50K
49, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, >50K
46, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female, 43, United-States, <=50K
33, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male, 40, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, 30, United-States, <=50K
40, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Female, 40, United-States, >50K
72, ?, 7th-8th, Divorced, ?, Not-in-family, White, Male, 30, United-States, <=50K
32, State-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Male, 10, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male, 55, United-States, <=50K
48, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female, 30, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female, 12, United-States, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Female, 36, United-States, >50K
61, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female, 34, United-States, >50K
22, Local-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male, 40, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male, 17, United-States, <=50K
49, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, 60, United-States, >50K
